network,autonomous_system_number,autonomous_system_organization
2610:a1:2008::/46,19905,"NeuStar, Inc."
2610:a1:200c::/47,19905,"NeuStar, Inc."
2610:a1:2016::/48,19905,"NeuStar, Inc."
2610:a1:3004::/48,12008,"NeuStar, Inc."
2610:a1:3008::/48,12008,"NeuStar, Inc."
2610:a1:300c::/48,12008,"NeuStar, Inc."
2610:a1:3010::/48,12008,"NeuStar, Inc."
2610:a1:3014::/48,12008,"NeuStar, Inc."
2610:a1:3018::/48,12008,"NeuStar, Inc."
2610:a1:3020::/48,12008,"NeuStar, Inc."
2610:a1:3028::/48,12008,"NeuStar, Inc."
2610:a1:302c::/48,12008,"NeuStar, Inc."
2610:a1:3030::/48,12008,"NeuStar, Inc."
2610:a1:3038::/48,12008,"NeuStar, Inc."
2610:a1:3044::/48,12008,"NeuStar, Inc."
2610:a1:3054::/48,12008,"NeuStar, Inc."
2610:a1:3058::/48,12008,"NeuStar, Inc."
2610:a1:3068::/48,12008,"NeuStar, Inc."
2610:a1:3070::/48,12008,"NeuStar, Inc."
2610:a8::/32,600,OARnet
2610:b0::/33,3573,"Accenture LLP"
2610:b0:8000::/34,3573,"Accenture LLP"
2610:b0:c000::/40,3573,"Accenture LLP"
2610:b0:c100::/40,174,"Cogent Communications"
2610:b0:c200::/39,3573,"Accenture LLP"
2610:b0:c400::/38,3573,"Accenture LLP"
2610:b0:c800::/37,3573,"Accenture LLP"
2610:b0:d000::/36,3573,"Accenture LLP"
2610:b0:e000::/35,3573,"Accenture LLP"
2610:b8::/32,19021,"BTC Broadband Inc."
2610:d0::/32,3943,"Cisco Systems, Inc."
2610:e0::/33,2572,"University of Missouri - dba the Missouri Research and Education Network (MOREnet)"
2610:e0:8000::/35,2572,"University of Missouri - dba the Missouri Research and Education Network (MOREnet)"
2610:e0:a000::/47,46832,"University of Missouri - dba the Missouri Research and Education Network (MOREnet)"
2610:e0:a002::/48,2572,"University of Missouri - dba the Missouri Research and Education Network (MOREnet)"
2610:e0:a003::/48,46832,"University of Missouri - dba the Missouri Research and Education Network (MOREnet)"
2610:e0:a004::/46,2572,"University of Missouri - dba the Missouri Research and Education Network (MOREnet)"
2610:e0:a008::/45,2572,"University of Missouri - dba the Missouri Research and Education Network (MOREnet)"
2610:e0:a010::/44,26934,"University of Missouri-Columbia"
2610:e0:a020::/43,2572,"University of Missouri - dba the Missouri Research and Education Network (MOREnet)"
2610:e0:a040::/44,3390,"University of Missouri - Kansas City"
2610:e0:a050::/44,2572,"University of Missouri - dba the Missouri Research and Education Network (MOREnet)"
2610:e0:a060::/43,2572,"University of Missouri - dba the Missouri Research and Education Network (MOREnet)"
2610:e0:a080::/41,2572,"University of Missouri - dba the Missouri Research and Education Network (MOREnet)"
2610:e0:a100::/40,2572,"University of Missouri - dba the Missouri Research and Education Network (MOREnet)"
2610:e0:a200::/39,2572,"University of Missouri - dba the Missouri Research and Education Network (MOREnet)"
2610:e0:a400::/38,2572,"University of Missouri - dba the Missouri Research and Education Network (MOREnet)"
2610:e0:a800::/37,2572,"University of Missouri - dba the Missouri Research and Education Network (MOREnet)"
2610:e0:b000::/36,2572,"University of Missouri - dba the Missouri Research and Education Network (MOREnet)"
2610:e0:c000::/34,2572,"University of Missouri - dba the Missouri Research and Education Network (MOREnet)"
2610:e8::/36,6224,"CenturyLink Communications, LLC"
2610:e8:1000::/37,6224,"CenturyLink Communications, LLC"
2610:e8:1800::/42,6224,"CenturyLink Communications, LLC"
2610:e8:1840::/48,10442,"Department of Education"
2610:e8:1841::/48,6224,"CenturyLink Communications, LLC"
2610:e8:1842::/47,6224,"CenturyLink Communications, LLC"
2610:e8:1844::/48,10442,"Department of Education"
2610:e8:1845::/48,6224,"CenturyLink Communications, LLC"
2610:e8:1846::/47,6224,"CenturyLink Communications, LLC"
2610:e8:1848::/45,6224,"CenturyLink Communications, LLC"
2610:e8:1850::/48,10442,"Department of Education"
2610:e8:1851::/48,6224,"CenturyLink Communications, LLC"
2610:e8:1852::/47,6224,"CenturyLink Communications, LLC"
2610:e8:1854::/46,6224,"CenturyLink Communications, LLC"
2610:e8:1858::/45,6224,"CenturyLink Communications, LLC"
2610:e8:1860::/44,6224,"CenturyLink Communications, LLC"
2610:e8:1870::/45,6224,"CenturyLink Communications, LLC"
2610:e8:1878::/46,6224,"CenturyLink Communications, LLC"
2610:e8:187c::/47,6224,"CenturyLink Communications, LLC"
2610:e8:187e::/48,6224,"CenturyLink Communications, LLC"
2610:e8:187f::/48,10442,"Department of Education"
2610:e8:1880::/48,10442,"Department of Education"
2610:e8:1881::/48,6224,"CenturyLink Communications, LLC"
2610:e8:1882::/47,6224,"CenturyLink Communications, LLC"
2610:e8:1884::/48,10442,"Department of Education"
2610:e8:1885::/48,6224,"CenturyLink Communications, LLC"
2610:e8:1886::/47,6224,"CenturyLink Communications, LLC"
2610:e8:1888::/45,6224,"CenturyLink Communications, LLC"
2610:e8:1890::/44,6224,"CenturyLink Communications, LLC"
2610:e8:18a0::/43,6224,"CenturyLink Communications, LLC"
2610:e8:18c0::/42,6224,"CenturyLink Communications, LLC"
2610:e8:1900::/40,10753,"Level 3 Parent, LLC"
2610:e8:1a00::/39,6224,"CenturyLink Communications, LLC"
2610:e8:1c00::/38,6224,"CenturyLink Communications, LLC"
2610:e8:2000::/42,6224,"CenturyLink Communications, LLC"
2610:e8:2040::/45,6224,"CenturyLink Communications, LLC"
2610:e8:2048::/46,6224,"CenturyLink Communications, LLC"
2610:e8:204c::/48,10442,"Department of Education"
2610:e8:204d::/48,6224,"CenturyLink Communications, LLC"
2610:e8:204e::/47,6224,"CenturyLink Communications, LLC"
2610:e8:2050::/44,6224,"CenturyLink Communications, LLC"
2610:e8:2060::/44,6224,"CenturyLink Communications, LLC"
2610:e8:2070::/46,6224,"CenturyLink Communications, LLC"
2610:e8:2074::/48,10442,"Department of Education"
2610:e8:2075::/48,6224,"CenturyLink Communications, LLC"
2610:e8:2076::/47,6224,"CenturyLink Communications, LLC"
2610:e8:2078::/45,6224,"CenturyLink Communications, LLC"
2610:e8:2080::/41,6224,"CenturyLink Communications, LLC"
2610:e8:2100::/40,6224,"CenturyLink Communications, LLC"
2610:e8:2200::/39,6224,"CenturyLink Communications, LLC"
2610:e8:2400::/38,6224,"CenturyLink Communications, LLC"
2610:e8:2800::/37,6224,"CenturyLink Communications, LLC"
2610:e8:3000::/36,6224,"CenturyLink Communications, LLC"
2610:e8:4000::/48,10442,"Department of Education"
2610:e8:4001::/48,6224,"CenturyLink Communications, LLC"
2610:e8:4002::/47,6224,"CenturyLink Communications, LLC"
2610:e8:4004::/46,6224,"CenturyLink Communications, LLC"
2610:e8:4008::/45,6224,"CenturyLink Communications, LLC"
2610:e8:4010::/44,6224,"CenturyLink Communications, LLC"
2610:e8:4020::/43,6224,"CenturyLink Communications, LLC"
2610:e8:4040::/42,6224,"CenturyLink Communications, LLC"
2610:e8:4080::/41,6224,"CenturyLink Communications, LLC"
2610:e8:4100::/40,6224,"CenturyLink Communications, LLC"
2610:e8:4200::/39,6224,"CenturyLink Communications, LLC"
2610:e8:4400::/38,6224,"CenturyLink Communications, LLC"
2610:e8:4800::/37,6224,"CenturyLink Communications, LLC"
2610:e8:5000::/36,6224,"CenturyLink Communications, LLC"
2610:e8:6000::/35,6224,"CenturyLink Communications, LLC"
2610:e8:8000::/46,6223,"CenturyLink Communications, LLC"
2610:e8:8004::/48,10442,"Department of Education"
2610:e8:8005::/48,6223,"CenturyLink Communications, LLC"
2610:e8:8006::/47,6223,"CenturyLink Communications, LLC"
2610:e8:8008::/48,10442,"Department of Education"
2610:e8:8009::/48,6223,"CenturyLink Communications, LLC"
2610:e8:800a::/47,6223,"CenturyLink Communications, LLC"
2610:e8:800c::/46,6223,"CenturyLink Communications, LLC"
2610:e8:8010::/44,6223,"CenturyLink Communications, LLC"
2610:e8:8020::/43,6223,"CenturyLink Communications, LLC"
2610:e8:8040::/42,6223,"CenturyLink Communications, LLC"
2610:e8:8080::/41,6223,"CenturyLink Communications, LLC"
2610:e8:8100::/40,6223,"CenturyLink Communications, LLC"
2610:e8:8200::/39,6223,"CenturyLink Communications, LLC"
2610:e8:8400::/38,6223,"CenturyLink Communications, LLC"
2610:e8:8800::/37,6223,"CenturyLink Communications, LLC"
2610:e8:9000::/42,6223,"CenturyLink Communications, LLC"
2610:e8:9040::/43,6223,"CenturyLink Communications, LLC"
2610:e8:9060::/44,6223,"CenturyLink Communications, LLC"
2610:e8:9070::/45,6223,"CenturyLink Communications, LLC"
2610:e8:9078::/46,6223,"CenturyLink Communications, LLC"
2610:e8:907c::/47,6223,"CenturyLink Communications, LLC"
2610:e8:907e::/48,6223,"CenturyLink Communications, LLC"
2610:e8:907f::/48,10442,"Department of Education"
2610:e8:9080::/48,10442,"Department of Education"
2610:e8:9081::/48,6223,"CenturyLink Communications, LLC"
2610:e8:9082::/47,6223,"CenturyLink Communications, LLC"
2610:e8:9084::/46,6223,"CenturyLink Communications, LLC"
2610:e8:9088::/45,6223,"CenturyLink Communications, LLC"
2610:e8:9090::/44,6223,"CenturyLink Communications, LLC"
2610:e8:90a0::/43,6223,"CenturyLink Communications, LLC"
2610:e8:90c0::/42,6223,"CenturyLink Communications, LLC"
2610:e8:9100::/40,6223,"CenturyLink Communications, LLC"
2610:e8:9200::/39,6223,"CenturyLink Communications, LLC"
2610:e8:9400::/38,6223,"CenturyLink Communications, LLC"
2610:e8:9800::/37,6223,"CenturyLink Communications, LLC"
2610:e8:a000::/35,6223,"CenturyLink Communications, LLC"
2610:e8:c000::/35,6223,"CenturyLink Communications, LLC"
2610:e8:e000::/36,6223,"CenturyLink Communications, LLC"
2610:e8:f000::/37,6223,"CenturyLink Communications, LLC"
2610:e8:f800::/38,6223,"CenturyLink Communications, LLC"
2610:e8:fc00::/39,6223,"CenturyLink Communications, LLC"
2610:e8:fe00::/40,6223,"CenturyLink Communications, LLC"
2610:e8:ff00::/41,6223,"CenturyLink Communications, LLC"
2610:e8:ff80::/42,6223,"CenturyLink Communications, LLC"
2610:e8:ffc0::/43,6223,"CenturyLink Communications, LLC"
2610:e8:ffe0::/44,6223,"CenturyLink Communications, LLC"
2610:e8:fff0::/45,6223,"CenturyLink Communications, LLC"
2610:e8:fff8::/46,6223,"CenturyLink Communications, LLC"
2610:e8:fffc::/47,6223,"CenturyLink Communications, LLC"
2610:e8:fffe::/47,6224,"CenturyLink Communications, LLC"
2610:f0::/32,22925,"Allied Telecom Group, LLC"
2610:100::/32,8047,"GENERAL COMMUNICATION, INC."
2610:108:3000::/48,13506,"US Department of the Treasury"
2610:108:4000::/48,13506,"US Department of the Treasury"
2610:108:f000::/48,13506,"US Department of the Treasury"
2610:120::/32,33606,"TekLinks, Inc."
2610:128::/32,11686,"Education Networks of America"
2610:130::/40,6122,"Iowa Communications Network"
2610:130:100::/40,2698,"Iowa State University"
2610:130:200::/40,3676,"University of Iowa"
2610:130:300::/40,6122,"Iowa Communications Network"
2610:130:400::/38,6122,"Iowa Communications Network"
2610:130:800::/37,6122,"Iowa Communications Network"
2610:130:1000::/36,6122,"Iowa Communications Network"
2610:130:2000::/39,6122,"Iowa Communications Network"
2610:130:2200::/40,6122,"Iowa Communications Network"
2610:130:2300::/48,6122,"Iowa Communications Network"
2610:130:2301::/48,14513,"Des Moines Area Community College"
2610:130:2302::/47,6122,"Iowa Communications Network"
2610:130:2304::/46,6122,"Iowa Communications Network"
2610:130:2308::/45,6122,"Iowa Communications Network"
2610:130:2310::/44,6122,"Iowa Communications Network"
2610:130:2320::/43,6122,"Iowa Communications Network"
2610:130:2340::/42,6122,"Iowa Communications Network"
2610:130:2380::/41,6122,"Iowa Communications Network"
2610:130:2400::/38,6122,"Iowa Communications Network"
2610:130:2800::/37,6122,"Iowa Communications Network"
2610:130:3000::/36,6122,"Iowa Communications Network"
2610:130:4000::/34,6122,"Iowa Communications Network"
2610:130:8000::/33,6122,"Iowa Communications Network"
2610:148::/32,2637,"Georgia Institute of Technology"
2610:150::/32,46844,Sharktech
2610:160::/44,27325,zColo
2610:160:10::/48,27325,zColo
2610:160:11::/48,30312,Netgate
2610:160:12::/47,27325,zColo
2610:160:14::/46,27325,zColo
2610:160:18::/45,27325,zColo
2610:160:20::/43,27325,zColo
2610:160:40::/42,27325,zColo
2610:160:80::/41,27325,zColo
2610:160:100::/40,27325,zColo
2610:160:200::/39,27325,zColo
2610:160:400::/38,27325,zColo
2610:160:800::/37,27325,zColo
2610:160:1000::/36,27325,zColo
2610:160:2000::/35,27325,zColo
2610:160:4000::/34,27325,zColo
2610:160:8000::/33,27325,zColo
2610:170::/32,11260,EastLink
2610:178::/32,16668,"GBP Software, LLC"
2610:188::/32,14511,"Polar Communications"
2610:190::/38,62,"CyrusOne LLC"
2610:190:1c00::/38,62,"CyrusOne LLC"
2610:190:5e00::/39,62,"CyrusOne LLC"
2610:190:7c00::/38,62,"CyrusOne LLC"
2610:190:df00::/40,62,"CyrusOne LLC"
2610:1a0::/32,40193,"Trit Networks, LLC"
2610:1c0::/31,11403,NYI
2610:1c8::/33,23393,"NuCDN LLC"
2610:1c8:8000::/35,23393,"NuCDN LLC"
2610:1c8:a000::/36,23393,"NuCDN LLC"
2610:1c8:b000::/48,23393,"NuCDN LLC"
2610:1c8:b001::/48,16589,"NuCDN LLC"
2610:1c8:b002::/48,16589,"NuCDN LLC"
2610:1c8:b003::/48,23393,"NuCDN LLC"
2610:1c8:b004::/46,23393,"NuCDN LLC"
2610:1c8:b008::/45,23393,"NuCDN LLC"
2610:1c8:b010::/44,23393,"NuCDN LLC"
2610:1c8:b020::/43,23393,"NuCDN LLC"
2610:1c8:b040::/42,23393,"NuCDN LLC"
2610:1c8:b080::/41,23393,"NuCDN LLC"
2610:1c8:b100::/40,23393,"NuCDN LLC"
2610:1c8:b200::/39,23393,"NuCDN LLC"
2610:1c8:b400::/38,23393,"NuCDN LLC"
2610:1c8:b800::/37,23393,"NuCDN LLC"
2610:1c8:c000::/34,23393,"NuCDN LLC"
2610:1d0::/32,40068,"Neovera, Inc."
2610:1d8::/32,5078,"Oklahoma Network for Education Enrichment and"
2610:1e0::/36,3714,"Kentucky Educational Computing Network"
2610:1e0:1000::/37,3714,"Kentucky Educational Computing Network"
2610:1e0:1800::/48,1657,"University of Louisville"
2610:1e0:1801::/48,3714,"Kentucky Educational Computing Network"
2610:1e0:1802::/47,3714,"Kentucky Educational Computing Network"
2610:1e0:1804::/46,3714,"Kentucky Educational Computing Network"
2610:1e0:1808::/45,3714,"Kentucky Educational Computing Network"
2610:1e0:1810::/44,3714,"Kentucky Educational Computing Network"
2610:1e0:1820::/43,3714,"Kentucky Educational Computing Network"
2610:1e0:1840::/42,3714,"Kentucky Educational Computing Network"
2610:1e0:1880::/41,3714,"Kentucky Educational Computing Network"
2610:1e0:1900::/40,3714,"Kentucky Educational Computing Network"
2610:1e0:1a00::/39,3714,"Kentucky Educational Computing Network"
2610:1e0:1c00::/38,3714,"Kentucky Educational Computing Network"
2610:1e0:2000::/35,3714,"Kentucky Educational Computing Network"
2610:1e0:4000::/34,3714,"Kentucky Educational Computing Network"
2610:1e0:8000::/33,3714,"Kentucky Educational Computing Network"
2610:1e8::/32,11814,"DISTRIBUTEL COMMUNICATIONS LTD."
2610:1f0::/32,4181,"TDS TELECOM"
2620:0:10::/48,18694,"Sappi Fine Paper North America"
2620:0:30::/45,8075,"Microsoft Corporation"
2620:0:b0::/48,25829,"Smithsonian Institution"
2620:0:f0::/48,26523,"Province of New Brunswick"
2620:0:150::/48,2714,"General Services Administration"
2620:0:190::/48,33084,DC-Net
2620:0:210::/48,43,"Brookhaven National Laboratory"
2620:0:250::/48,7046,"MCI Communications Services, Inc. d/b/a Verizon Business"
2620:0:280::/48,19783,"APPRISS INC"
2620:0:2b0::/48,21617,"National Archives and Records Administration"
2620:0:2d0::/48,40528,ICANN
2620:0:2f0::/48,32629,"City of Charlotte"
2620:0:360::/48,14182,"eData, Inc."
2620:0:3b0::/48,20452,"BALL STATE UNIVERSITY"
2620:0:3f0::/48,22779,"Asgaard Holdings, LLC"
2620:0:400::/42,3389,"Ford Motor Company"
2620:0:440::/48,10146,"Ford Motor Company"
2620:0:441::/48,3389,"Ford Motor Company"
2620:0:442::/47,3389,"Ford Motor Company"
2620:0:444::/46,3389,"Ford Motor Company"
2620:0:448::/45,3389,"Ford Motor Company"
2620:0:450::/44,3389,"Ford Motor Company"
2620:0:460::/43,3389,"Ford Motor Company"
2620:0:480::/48,28729,"Ford Motor Company Limited"
2620:0:481::/48,3389,"Ford Motor Company"
2620:0:482::/47,3389,"Ford Motor Company"
2620:0:484::/46,3389,"Ford Motor Company"
2620:0:488::/45,3389,"Ford Motor Company"
2620:0:490::/44,3389,"Ford Motor Company"
2620:0:4a0::/43,3389,"Ford Motor Company"
2620:0:4c0::/42,3389,"Ford Motor Company"
2620:0:500::/42,11643,"eBay, Inc"
2620:0:57f::/48,62955,"eBay, Inc"
2620:0:610::/48,4185,"AT&T Corp."
2620:0:61f::/48,6223,"CenturyLink Communications, LLC"
2620:0:630::/48,4185,"AT&T Corp."
2620:0:690::/47,13371,"Duke University"
2620:0:6b0::/48,23028,"Team Cymru Inc."
2620:0:6c0::/48,16807,"Events Infrastructure"
2620:0:6c2::/48,16807,"Events Infrastructure"
2620:0:6c4::/48,16807,"Events Infrastructure"
2620:0:6e0::/48,4185,"AT&T Corp."
2620:0:840::/48,13998,"UT Southwestern Medical Center at Dallas"
2620:0:860::/46,14907,"Wikimedia Foundation Inc."
2620:0:870::/48,3856,"Packet Clearing House"
2620:0:871::/48,715,WoodyNet
2620:0:872::/47,715,WoodyNet
2620:0:874::/46,715,WoodyNet
2620:0:880::/48,29763,"Jason Malacko Consulting"
2620:0:8a0::/48,3495,"US Senate"
2620:0:930::/48,1734,"Contra Costa County Regional Occupation Program / Richmond"
2620:0:950::/48,11170,"Roller Network LLC"
2620:0:960::/48,7046,"MCI Communications Services, Inc. d/b/a Verizon Business"
2620:0:961::/48,36532,"Export Import Bank of the U.S"
2620:0:970::/48,3585,"TE Connectivity Corporation"
2620:0:b10::/46,14298,"Environmental Protection Agency"
2620:0:b30::/48,32982,"U.S. Department of Energy"
2620:0:b60::/48,17204,"Nominum, Inc"
2620:0:b61::/48,22452,"Nominum, Inc"
2620:0:b80::/48,701,"MCI Communications Services, Inc. d/b/a Verizon Business"
2620:0:c11::/48,22317,"F5 Networks, Inc."
2620:0:c12::/47,22317,"F5 Networks, Inc."
2620:0:c14::/47,22317,"F5 Networks, Inc."
2620:0:c80::/48,1224,"National Center for Supercomputing Applications"
2620:0:c91::/48,8076,"Housing and Urban Development"
2620:0:c92::/48,8076,"Housing and Urban Development"
2620:0:ca0::/48,36383,"Traber Technologies Inc."
2620:0:cc0::/47,36692,"OpenDNS, LLC"
2620:0:cc3::/48,36692,"OpenDNS, LLC"
2620:0:cc4::/46,36692,"OpenDNS, LLC"
2620:0:cc8::/45,36692,"OpenDNS, LLC"
2620:0:cf0::/48,6456,"Altopia Corporation"
2620:0:d30::/48,22920,"Bureau of Indian Affairs Office of IndianEducation"
2620:0:d50::/48,17244,"McNeese State University"
2620:0:d60::/46,46,"Rutgers University"
2620:0:dc0::/48,683,"Argonne National Lab"
2620:0:de0::/48,10598,"Central Iowa (Model) Railroad"
2620:0:df0::/48,46722,"Bryant University"
2620:0:e00::/48,38,"University of Illinois"
2620:0:e10::/48,40387,"University of Illinois"
2620:0:e20::/46,1999,"U.S. House of Representatives"
2620:0:e50::/45,3676,"University of Iowa"
2620:0:e58::/48,3677,"University of Iowa"
2620:0:ed0::/48,22787,"Arris Group, Inc"
2620:0:ee0::/48,47015,"Sacred Heart Hospital"
2620:0:f00::/41,6431,"ATT LABS"
2620:0:1000::/40,15169,"Google LLC"
2620:0:1600::/48,4390,"Bell Atlantic, Inc."
2620:0:1601::/48,33052,"Verizon Data Services LLC"
2620:0:1604::/47,6984,"Verizon Data Services LLC"
2620:0:167a::/48,6984,"Verizon Data Services LLC"
2620:0:1700::/44,72,"Schlumberger Limited"
2620:0:1a10::/48,159,"The Ohio State University"
2620:0:1a30::/48,10546,"Mississippi State University"
2620:0:1a50::/48,32360,"Monroe #1 BOCES"
2620:0:1a70::/48,23294,"The University of Louisiana at Monroe"
2620:0:1a80::/48,46964,"The Broad Institute, Inc."
2620:0:1aa0::/48,20464,"Polycom, Inc."
2620:0:1af0::/48,36786,"Universite Laval"
2620:0:1b00::/48,714,"Apple Inc."
2620:0:1b05::/48,714,"Apple Inc."
2620:0:1c00::/41,32934,"Facebook, Inc."
2620:0:1c80::/42,32934,"Facebook, Inc."
2620:0:1cc0::/43,32934,"Facebook, Inc."
2620:0:1ce0::/44,32934,"Facebook, Inc."
2620:0:1cf0::/45,32934,"Facebook, Inc."
2620:0:1cf8::/46,32934,"Facebook, Inc."
2620:0:1cfc::/47,32934,"Facebook, Inc."
2620:0:1cfe::/48,32934,"Facebook, Inc."
2620:0:1cff::/49,32934,"Facebook, Inc."
2620:0:1cff:8000::/50,32934,"Facebook, Inc."
2620:0:1cff:c000::/52,32934,"Facebook, Inc."
2620:0:1cff:d000::/53,32934,"Facebook, Inc."
2620:0:1cff:d800::/54,32934,"Facebook, Inc."
2620:0:1cff:dc00::/55,32934,"Facebook, Inc."
2620:0:1cff:de00::/57,32934,"Facebook, Inc."
2620:0:1cff:de80::/59,32934,"Facebook, Inc."
2620:0:1cff:dea0::/61,32934,"Facebook, Inc."
2620:0:1cff:dea8::/62,32934,"Facebook, Inc."
2620:0:1cff:deac::/64,32934,"Facebook, Inc."
2620:0:1cff:dead::/65,32934,"Facebook, Inc."
2620:0:1cff:dead:8000::/67,32934,"Facebook, Inc."
2620:0:1cff:dead:a000::/68,32934,"Facebook, Inc."
2620:0:1cff:dead:b000::/69,32934,"Facebook, Inc."
2620:0:1cff:dead:b800::/70,32934,"Facebook, Inc."
2620:0:1cff:dead:bc00::/71,32934,"Facebook, Inc."
2620:0:1cff:dead:be00::/73,32934,"Facebook, Inc."
2620:0:1cff:dead:be80::/74,32934,"Facebook, Inc."
2620:0:1cff:dead:bec0::/75,32934,"Facebook, Inc."
2620:0:1cff:dead:bee0::/77,32934,"Facebook, Inc."
2620:0:1cff:dead:bee8::/78,32934,"Facebook, Inc."
2620:0:1cff:dead:beec::/79,32934,"Facebook, Inc."
2620:0:1cff:dead:beee::/118,32934,"Facebook, Inc."
2620:0:1cff:dead:beee::400/120,32934,"Facebook, Inc."
2620:0:1cff:dead:beee::500/121,32934,"Facebook, Inc."
2620:0:1cff:dead:beee::580/124,32934,"Facebook, Inc."
2620:0:1cff:dead:beee::590/126,32934,"Facebook, Inc."
2620:0:1cff:dead:beee::594/127,32934,"Facebook, Inc."
2620:0:1cff:dead:beee::596/127,41313,"novatel Eood"
2620:0:1cff:dead:beee::598/125,32934,"Facebook, Inc."
2620:0:1cff:dead:beee::5a0/123,32934,"Facebook, Inc."
2620:0:1cff:dead:beee::5c0/127,32934,"Facebook, Inc."
2620:0:1cff:dead:beee::5c2/127,41313,"novatel Eood"
2620:0:1cff:dead:beee::5c4/126,32934,"Facebook, Inc."
2620:0:1cff:dead:beee::5c8/125,32934,"Facebook, Inc."
2620:0:1cff:dead:beee::5d0/124,32934,"Facebook, Inc."
2620:0:1cff:dead:beee::5e0/123,32934,"Facebook, Inc."
2620:0:1cff:dead:beee::600/119,32934,"Facebook, Inc."
2620:0:1cff:dead:beee::800/120,32934,"Facebook, Inc."
2620:0:1cff:dead:beee::900/121,32934,"Facebook, Inc."
2620:0:1cff:dead:beee::980/123,32934,"Facebook, Inc."
2620:0:1cff:dead:beee::9a0/124,32934,"Facebook, Inc."
2620:0:1cff:dead:beee::9b0/126,32934,"Facebook, Inc."
2620:0:1cff:dead:beee::9b4/127,32934,"Facebook, Inc."
2620:0:1cff:dead:beee::9b6/127,136168,"Campana MYTHIC Co. Ltd."
2620:0:1cff:dead:beee::9b8/127,136168,"Campana MYTHIC Co. Ltd."
2620:0:1cff:dead:beee::9ba/127,32934,"Facebook, Inc."
2620:0:1cff:dead:beee::9bc/126,32934,"Facebook, Inc."
2620:0:1cff:dead:beee::9c0/122,32934,"Facebook, Inc."
2620:0:1cff:dead:beee::a00/119,32934,"Facebook, Inc."
2620:0:1cff:dead:beee::c00/118,32934,"Facebook, Inc."
2620:0:1cff:dead:beee::1000/116,32934,"Facebook, Inc."
2620:0:1cff:dead:beee::2000/115,32934,"Facebook, Inc."
2620:0:1cff:dead:beee::4000/114,32934,"Facebook, Inc."
2620:0:1cff:dead:beee::8000/113,32934,"Facebook, Inc."
2620:0:1cff:dead:beee:0:1:0/112,32934,"Facebook, Inc."
2620:0:1cff:dead:beee:0:2:0/111,32934,"Facebook, Inc."
2620:0:1cff:dead:beee:0:4:0/110,32934,"Facebook, Inc."
2620:0:1cff:dead:beee:0:8:0/109,32934,"Facebook, Inc."
2620:0:1cff:dead:beee:0:10:0/108,32934,"Facebook, Inc."
2620:0:1cff:dead:beee:0:20:0/107,32934,"Facebook, Inc."
2620:0:1cff:dead:beee:0:40:0/106,32934,"Facebook, Inc."
2620:0:1cff:dead:beee:0:80:0/105,32934,"Facebook, Inc."
2620:0:1cff:dead:beee:0:100:0/104,32934,"Facebook, Inc."
2620:0:1cff:dead:beee:0:200:0/103,32934,"Facebook, Inc."
2620:0:1cff:dead:beee:0:400:0/102,32934,"Facebook, Inc."
2620:0:1cff:dead:beee:0:800:0/101,32934,"Facebook, Inc."
2620:0:1cff:dead:beee:0:1000:0/100,32934,"Facebook, Inc."
2620:0:1cff:dead:beee:0:2000:0/99,32934,"Facebook, Inc."
2620:0:1cff:dead:beee:0:4000:0/98,32934,"Facebook, Inc."
2620:0:1cff:dead:beee:0:8000:0/97,32934,"Facebook, Inc."
2620:0:1cff:dead:beee:1::/96,32934,"Facebook, Inc."
2620:0:1cff:dead:beee:2::/95,32934,"Facebook, Inc."
2620:0:1cff:dead:beee:4::/94,32934,"Facebook, Inc."
2620:0:1cff:dead:beee:8::/93,32934,"Facebook, Inc."
2620:0:1cff:dead:beee:10::/92,32934,"Facebook, Inc."
2620:0:1cff:dead:beee:20::/91,32934,"Facebook, Inc."
2620:0:1cff:dead:beee:40::/90,32934,"Facebook, Inc."
2620:0:1cff:dead:beee:80::/89,32934,"Facebook, Inc."
2620:0:1cff:dead:beee:100::/88,32934,"Facebook, Inc."
2620:0:1cff:dead:beee:200::/87,32934,"Facebook, Inc."
2620:0:1cff:dead:beee:400::/86,32934,"Facebook, Inc."
2620:0:1cff:dead:beee:800::/85,32934,"Facebook, Inc."
2620:0:1cff:dead:beee:1000::/84,32934,"Facebook, Inc."
2620:0:1cff:dead:beee:2000::/83,32934,"Facebook, Inc."
2620:0:1cff:dead:beee:4000::/82,32934,"Facebook, Inc."
2620:0:1cff:dead:beee:8000::/81,32934,"Facebook, Inc."
2620:0:1cff:dead:beef::/80,32934,"Facebook, Inc."
2620:0:1cff:dead:bef0::/76,32934,"Facebook, Inc."
2620:0:1cff:dead:bf00::/72,32934,"Facebook, Inc."
2620:0:1cff:dead:c000::/66,32934,"Facebook, Inc."
2620:0:1cff:deae::/63,32934,"Facebook, Inc."
2620:0:1cff:deb0::/60,32934,"Facebook, Inc."
2620:0:1cff:dec0::/58,32934,"Facebook, Inc."
2620:0:1cff:df00::/56,32934,"Facebook, Inc."
2620:0:1cff:e000::/51,32934,"Facebook, Inc."
2620:0:2220::/48,15318,"McGill University"
2620:0:2250::/48,20130,"Depaul University"
2620:0:2260::/48,15176,"iNOC, Inc."
2620:0:2280::/48,26827,"EPB Fiber Optics"
2620:0:22b0::/48,20144,ICANN
2620:0:22c0::/48,15324,"Barracuda Networks, Inc."
