network,autonomous_system_number,autonomous_system_organization
2a06:e040::/32,198507,"Quantic Telecom SARL"
2a06:e043::/32,198507,"Quantic Telecom SARL"
2a06:e044::/44,203382,"Oxid Telecom"
2a06:e045::/32,206111,"Iprospect France SAS"
2a06:e080::/29,43212,"Pejvak Ertebatat Atiyeh Roshan Company (P.J.S.)"
2a06:e0c0::/30,28769,"Closed Joint Stock Company SibTransTelecom"
2a06:e180::/29,57081,"Scarfbot Technologies, s.r.o."
2a06:e380::/36,203507,"Avira Holding GmbH & Co. KG"
2a06:e380:1000::/36,206970,"Avira Holding GmbH & Co. KG"
2a06:e380:2000::/35,206970,"Avira Holding GmbH & Co. KG"
2a06:e380:4000::/34,206970,"Avira Holding GmbH & Co. KG"
2a06:e380:8000::/36,203507,"Avira Holding GmbH & Co. KG"
2a06:e380:9000::/36,206970,"Avira Holding GmbH & Co. KG"
2a06:e380:a000::/35,206970,"Avira Holding GmbH & Co. KG"
2a06:e380:c000::/34,206970,"Avira Holding GmbH & Co. KG"
2a06:e381::/32,206970,"Avira Holding GmbH & Co. KG"
2a06:e382::/31,206970,"Avira Holding GmbH & Co. KG"
2a06:e384::/30,206970,"Avira Holding GmbH & Co. KG"
2a06:e3c0::/29,62159,"Happy Technik s.r.o."
2a06:e500::/29,203446,"Extrahost s.r.o"
2a06:e580::/29,8928,"Interoute Communications Limited"
2a06:e600::/29,43826,"CSIT LLC"
2a06:e6c0::/29,203143,"Banque et Caisse d'Epargne de l'Etat Luxembourg"
2a06:e700::/29,196714,"Thueringer Netkom GmbH"
2a06:e7c0::/32,202236,"Neo Center Est Sarl"
2a06:e800::/29,43289,"I.C.S. Trabia-Network S.R.L."
2a06:e880:1::/48,200753,"Pascal Mathis trading as SnapServ Mathis"
2a06:e881:103::/48,44337,"F. Mahler trading as Leanor Communications"
2a06:e881:108::/48,206633,"Mantas Mikulenas"
2a06:e881:110::/48,206551,"Thomas Butter"
2a06:e881:111::/48,43560,"Vita Pour Handels GmbH"
2a06:e881:112::/48,205897,"Hostoweb Ltd"
2a06:e881:113::/48,205816,"Elie Elkaim"
2a06:e881:119::/48,39753,"Liuxyon Car Rental Service Co., Ltd."
2a06:e881:120::/48,205089,"Denver Espenorio"
2a06:e881:121::/48,202313,"Bryce Wilson"
2a06:e881:308::/46,203027,"Seo Cube s.r.l."
2a06:e881:1100::/44,202945,"Benjamin Collet"
2a06:e881:1200::/44,202928,"Armin Fisslthaler"
2a06:e881:1400::/47,202540,"Christopher Stephens"
2a06:e881:1407::/48,202540,"Christopher Stephens"
2a06:e881:1408::/47,202540,"Christopher Stephens"
2a06:e881:140a::/48,202540,"Christopher Stephens"
2a06:e881:140e::/47,202540,"Christopher Stephens"
2a06:e881:1600::/45,207036,"Ariel Antigua"
2a06:e881:1608::/46,207036,"Ariel Antigua"
2a06:e881:160c::/47,207036,"Ariel Antigua"
2a06:e881:160e::/48,137909,"Globius Servers"
2a06:e881:160f::/48,207036,"Ariel Antigua"
2a06:e881:1700::/48,206813,"Kai Siering"
2a06:e881:1702::/48,206813,"Kai Siering"
2a06:e881:1705::/48,206813,"Kai Siering"
2a06:e881:1706::/47,206813,"Kai Siering"
2a06:e881:1708::/48,49745,"Kai Siering"
2a06:e881:1802::/47,206885,"Tech9 Computer Solutions"
2a06:e881:180f::/48,206885,"Tech9 Computer Solutions"
2a06:e881:2000::/46,206313,"Freifunk Nordwest e.V."
2a06:e881:2004::/47,206313,"Freifunk Nordwest e.V."
2a06:e881:2006::/48,206313,"Freifunk Nordwest e.V."
2a06:e881:2007::/48,206499,"Marek Ziolkowski trading as M&M Networks"
2a06:e881:2008::/46,206313,"Freifunk Nordwest e.V."
2a06:e881:200c::/47,206313,"Freifunk Nordwest e.V."
2a06:e881:200e::/48,206313,"Freifunk Nordwest e.V."
2a06:e881:200f::/48,205591,"Stefan Dunkel"
2a06:e881:2100::/47,206479,"Jan-Philipp Benecke"
2a06:e881:2102::/48,205591,"Stefan Dunkel"
2a06:e881:2103::/48,206479,"Jan-Philipp Benecke"
2a06:e881:2104::/48,206479,"Jan-Philipp Benecke"
2a06:e881:2205::/48,205908,"Xiyu Cai"
2a06:e881:2400::/44,51391,"Tommy Bowditch"
2a06:e881:2501::/48,205908,"Xiyu Cai"
2a06:e881:2504::/48,205908,"Xiyu Cai"
2a06:e881:2600::/45,49745,"Kai Siering"
2a06:e881:2608::/46,49745,"Kai Siering"
2a06:e881:260c::/48,206740,"Kai Siering"
2a06:e881:260d::/48,49745,"Kai Siering"
2a06:e881:260e::/47,49745,"Kai Siering"
2a06:e881:2903::/48,133846,IMLONGHAO
2a06:e881:2904::/48,133846,IMLONGHAO
2a06:e881:3100::/44,205261,"Dennis Lansink"
2a06:e881:3300::/44,135134,"Soon Keat Neo"
2a06:e881:3400::/44,205165,"Christian Dresel"
2a06:e881:3600::/44,136620,"VMHaus Limited"
2a06:e881:3700::/44,204909,"Benjamin Busche"
2a06:e881:3800::/48,136985,
2a06:e881:3900::/44,204624,"Maximilian Sesterhenn"
2a06:e881:4001::/48,204604,"Thomas Harwood"
2a06:e881:4002::/48,204604,"Thomas Harwood"
2a06:e881:4201::/48,204438,"Ruben Garbade"
2a06:e881:4202::/48,204438,"Ruben Garbade"
2a06:e881:4300::/40,204307,"Rishikeshan Lavakumar"
2a06:e881:4401::/48,203801,"Jason Miller"
2a06:e881:4402::/47,203801,"Jason Miller"
2a06:e881:4406::/47,203801,"Jason Miller"
2a06:e881:440f::/48,203801,"Jason Miller"
2a06:e881:4800::/48,134666,"Hoshi Network"
2a06:e881:480f::/48,134666,"Hoshi Network"
2a06:e881:5000::/44,43433,"Christopher Frost"
2a06:e881:5100::/48,210090,"Zack Piper"
2a06:e881:5102::/48,210090,"Zack Piper"
2a06:e881:5200::/46,210025,"Chen Qian"
2a06:e881:5300::/48,209859,"Florian Martin Esser"
2a06:e881:5400::/48,209808,"Luke James"
2a06:e881:5500::/48,209864,"Zhaofeng Li"
2a06:e881:5503::/48,209864,"Zhaofeng Li"
2a06:e881:5600::/47,203478,"Tobias Maedel"
2a06:e881:5800::/45,204003,"Jan-Eric Ortgies"
2a06:e881:580a::/48,204003,"Jan-Eric Ortgies"
2a06:e881:5901::/48,20473,"Choopa, LLC"
2a06:e881:f001::/48,200753,"Pascal Mathis trading as SnapServ Mathis"
2a06:e8c0::/29,8285,"VERSIA Ltd"
2a06:e900::/29,60068,"Datacamp Limited"
2a06:eac0::/29,48854,"Zitcom A/S"
2a06:eb40::/29,205115,"AVACOMM Systems GmbH"
2a06:ec00::/29,553,"Universitaet Stuttgart"
2a06:ecc0::/29,12552,"IP-Only Networks AB"
2a06:ee01::/32,27552,"TowardEX Technologies International, Inc."
2a06:ee05::/32,25623,"TowardEX Technologies International, Inc."
2a06:eec0::/29,56722,"Van Berkel en Bos U.N. Studio BV"
2a06:ef40::/32,50495,"web2objects GmbH"
2a06:efc0::/32,34762,"Combell NV"
2a06:f040::/32,5420,"Kemira Oyj"
2a06:f080::/32,203299,"Ivo Hazmuk"
2a06:f0c0::/29,3352,"Telefonica De Espana"
2a06:f140::/29,42034,"DN-Systems Enterprise Internet Solutions GmbH"
2a06:f1c0::/29,203361,"Masselin Communication SAS"
2a06:f240::/29,31027,"Nianet A/S"
2a06:f300::/29,203421,"Baltic Broadband Limited"
2a06:f500::/29,34549,"meerfarbig GmbH & Co. KG"
2a06:f700::/29,34233,"Superior B.V."
2a06:f740::/29,203398,"Rotarex S.A."
2a06:f787:1::/48,6905,"AT&T Global Network Services Nederland B.V."
2a06:f787:2::/48,2686,"AT&T Global Network Services, LLC"
2a06:f7c0::/29,42926,"Radore Veri Merkezi Hizmetleri A.S."
2a06:f880::/29,204191,"Miss Group INC"
2a06:f900::/30,56630,"Melbikomas UAB"
2a06:f904::/31,56630,"Melbikomas UAB"
2a06:f980::/29,174,"Cogent Communications"
2a06:fb00:1::/48,203391,"Cloud DNS Ltd"
2a06:fb40::/30,203385,"Pernix systems s.r.o."
2a06:fb80::/29,21013,"eww ag"
2a06:fc40::/29,204793,"Foreningen Kollegienet Odense"
2a06:fd00::/32,5488,"Proximus NV"
2a06:fd80::/48,206206,"Kurdistan Net Company for Computer and Internet Ltd."
2a06:fdc0::/32,34971,"Prometeus di Daniela Agro"
2a06:fec0:3203::/48,205476,"SecureLink N.V."
2a06:ff40::/29,15738,"TOV BF Express Ltd"
2a06:ff80::/48,203374,"Medya Net LLC"
2a06:ffc0::/29,203376,"Mailkit s.r.o."
2a07:140::/32,44702,"Jordan Tv Cable & Internet Services Co"
2a07:240::/32,16089,"Etheroute Ltd"
2a07:241::/32,197595,"Obenetwork AB"
2a07:300::/31,205705,"T-Systems Luxembourg S.A."
2a07:380::/29,49596,"Fara Negar Pardaz Noor Khuzestan Co.JSP"
2a07:3c0::/29,34049,"H-data, spol. s r.o."
2a07:440::/31,49532,"Eonix Corporation"
2a07:4c0::/29,28972,"M-SOFT, spol. s r.o."
2a07:500::/32,12679,"Iceberg Telecom Ltd."
2a07:502::/31,12679,"Iceberg Telecom Ltd."
2a07:505::/32,12679,"Iceberg Telecom Ltd."
2a07:580::/47,12961,"Internet Telecom SRL"
2a07:600::/29,13030,"Init7 (Switzerland) Ltd."
2a07:640::/29,43289,"I.C.S. Trabia-Network S.R.L."
2a07:6c0::/29,62116,"Benders Sverige AB"
2a07:780::/29,206476,"IP Technology srl"
2a07:800::/29,203356,"KBT Holding Sp. z o.o."
2a07:980::/29,203349,"ABICOM SAS"
2a07:9c0::/29,203328,"PVfree.net, z. s."
2a07:a40::/45,48821,"Mauve Mailorder Software GmbH & CO. KG"
2a07:a40:8::/46,48821,"Mauve Mailorder Software GmbH & CO. KG"
2a07:a40:c::/48,205112,"philuweb UG"
2a07:a40:d::/48,48821,"Mauve Mailorder Software GmbH & CO. KG"
2a07:a40:e::/47,48821,"Mauve Mailorder Software GmbH & CO. KG"
2a07:a40:10::/44,48821,"Mauve Mailorder Software GmbH & CO. KG"
2a07:a40:20::/43,48821,"Mauve Mailorder Software GmbH & CO. KG"
2a07:a40:40::/42,48821,"Mauve Mailorder Software GmbH & CO. KG"
2a07:a40:80::/41,48821,"Mauve Mailorder Software GmbH & CO. KG"
2a07:a40:100::/40,48821,"Mauve Mailorder Software GmbH & CO. KG"
2a07:a40:200::/39,48821,"Mauve Mailorder Software GmbH & CO. KG"
2a07:a40:400::/38,48821,"Mauve Mailorder Software GmbH & CO. KG"
2a07:a40:800::/37,48821,"Mauve Mailorder Software GmbH & CO. KG"
2a07:a40:1000::/36,48821,"Mauve Mailorder Software GmbH & CO. KG"
2a07:a40:2000::/35,48821,"Mauve Mailorder Software GmbH & CO. KG"
2a07:a40:4000::/34,48821,"Mauve Mailorder Software GmbH & CO. KG"
2a07:a40:8000::/33,48821,"Mauve Mailorder Software GmbH & CO. KG"
2a07:a41::/32,48821,"Mauve Mailorder Software GmbH & CO. KG"
2a07:a42::/31,48821,"Mauve Mailorder Software GmbH & CO. KG"
2a07:a44::/30,48821,"Mauve Mailorder Software GmbH & CO. KG"
2a07:a80::/29,34766,"Regio-Glasvezel Nederland BV"
2a07:b40::/29,202629,"Inmarsoft LLC"
2a07:bc0::/29,197393,"Ladislav Rudolf"
2a07:c40::/29,2119,"Telenor Norge AS"
2a07:c80::/29,43289,"I.C.S. Trabia-Network S.R.L."
2a07:d40::/29,203338,"SA Dimension Data Belgium"
2a07:e00::/48,210083,"Privex Inc."
2a07:e00:ff::/48,210083,"Privex Inc."
2a07:e01::/32,210083,"Privex Inc."
2a07:e80::/29,203329,"e-shelter services GmbH"
2a07:f00::/29,203412,"KUES DATA GmbH"
2a07:fc0::/29,203322,"Eimskip Island ehf"
2a07:1080::/29,49029,"Prolink LLC"
2a07:10c0::/48,203234,"Coosto BV"
2a07:1100::/29,57389,"ZNET Telekom Zrt."
2a07:1180::/29,203311,"NATO Cooperative Cyber Defence Centre of Excellence"
2a07:1240::/29,21321,"Areti Internet Ltd."
2a07:12c0::/29,25795,"ARP NETWORKS, INC."
2a07:1440::/29,203293,"Norbert Herter trading as Regionetz.net"
2a07:1480::/29,59626,"Conscia A/S"
2a07:14c0::/47,59504,"Vpsville LLC"
2a07:14c0:100::/40,59504,"Vpsville LLC"
2a07:14c0:1000::/36,59504,"Vpsville LLC"
2a07:14c0:4000::/36,59504,"Vpsville LLC"
2a07:14c0:d000::/36,59504,"Vpsville LLC"
2a07:14c1::/32,59504,"Vpsville LLC"
2a07:14c2::/31,59504,"Vpsville LLC"
2a07:14c5::/32,59504,"Vpsville LLC"
2a07:14c6::/31,59504,"Vpsville LLC"
2a07:1500:c::/47,206924,"Ben Cartwright-Cox"
2a07:1500:f::/48,206924,"Ben Cartwright-Cox"
2a07:1500:a4a::/48,206924,"Ben Cartwright-Cox"
2a07:1500:1111::/48,206924,"Ben Cartwright-Cox"
2a07:1500:1337::/48,206924,"Ben Cartwright-Cox"
2a07:1500:aaaa::/48,206924,"Ben Cartwright-Cox"
2a07:1500:aaaf::/48,206924,"Ben Cartwright-Cox"
2a07:1500:c100::/40,206924,"Ben Cartwright-Cox"
2a07:1500:fed5::/48,206924,"Ben Cartwright-Cox"
2a07:1540::/29,203300,"Zbridge Limited"
2a07:1600::/29,203297,"Alpha Domein Development LTD"
2a07:1640::/29,203298,"Zbridge Limited"
2a07:1680::/29,203295,"Internet Elephants LTD"
2a07:17c0::/29,43289,"I.C.S. Trabia-Network S.R.L."
2a07:1800::/29,51560,"Greschitz Management GmbH"
2a07:1840::/32,48430,"Perviy TSOD LLC"
2a07:1a80::/47,48767,"Tom Chotigasatien Lehtinen"
2a07:1b40::/31,48804,"GMO GlobalSign Ltd"
2a07:1c40::/48,202558,"Marian Cristi Scumpu trading as Fairnode e.U."
2a07:1c42:1::/48,209653,"Klingon Cloud Ltd"
2a07:1c42:2::/48,209650,"Wu Zhiyuan"
2a07:1c44:200::/46,205593,"Marek Krolikowski trading as TaKeN"
2a07:1c44:204::/48,206499,"Marek Ziolkowski trading as M&M Networks"
2a07:1c44:205::/48,205036,"Krzysztof Krych"
2a07:1c44:206::/47,206499,"Marek Ziolkowski trading as M&M Networks"
2a07:1c44:208::/48,206499,"Marek Ziolkowski trading as M&M Networks"
2a07:1c44:209::/48,205036,"Krzysztof Krych"
2a07:1c44:20a::/47,206499,"Marek Ziolkowski trading as M&M Networks"
2a07:1c44:20c::/46,206499,"Marek Ziolkowski trading as M&M Networks"
2a07:1c44:210::/47,206499,"Marek Ziolkowski trading as M&M Networks"
2a07:1c44:212::/48,206499,"Marek Ziolkowski trading as M&M Networks"
2a07:1c44:213::/48,33387,"DataShack, LC"
2a07:1c44:214::/46,206499,"Marek Ziolkowski trading as M&M Networks"
2a07:1c44:218::/45,206499,"Marek Ziolkowski trading as M&M Networks"
2a07:1c44:300::/40,206253,"Stephan Jauernick"
2a07:1c44:436::/48,206161,"Nils Steinger"
2a07:1c44:460::/44,206161,"Nils Steinger"
2a07:1c44:67f::/48,206020,"Dennis Kort"
2a07:1c44:6c0::/42,206020,"Dennis Kort"
2a07:1c44:710::/48,201106,"Spartan Host Ltd"
2a07:1c44:901::/48,43126,"Little Moe LLC"
2a07:1c44:998::/48,43126,"Little Moe LLC"
2a07:1c44:1200::/40,39618,"HostCram LLC"
2a07:1c44:1300::/40,50798,"Sharpaev Anton Konstantinovich"
2a07:1c44:1400::/40,205814,"Thaw Systems"
2a07:1c44:1820::/48,8100,"QuadraNet Enterprises LLC"
2a07:1c44:2200::/40,206804,Estnoc-global
2a07:1c44:2400::/40,198127,"Bogdanov-85 Ltd"
2a07:1c44:2500::/40,206479,"Jan-Philipp Benecke"
2a07:1c44:2810::/48,206994,"Max Maton"
2a07:1c44:28ff::/48,206994,"Max Maton"
2a07:1c44:3100::/40,205593,"Marek Krolikowski trading as TaKeN"
2a07:1c44:3500::/47,205593,"Marek Krolikowski trading as TaKeN"
2a07:1c44:3503::/48,205593,"Marek Krolikowski trading as TaKeN"
2a07:1c44:3504::/47,205593,"Marek Krolikowski trading as TaKeN"
2a07:1c44:3507::/48,205593,"Marek Krolikowski trading as TaKeN"
2a07:1c44:3508::/48,205593,"Marek Krolikowski trading as TaKeN"
2a07:1c44:3511::/48,205593,"Marek Krolikowski trading as TaKeN"
2a07:1c44:3512::/47,205593,"Marek Krolikowski trading as TaKeN"
2a07:1c44:3514::/46,205593,"Marek Krolikowski trading as TaKeN"
2a07:1c44:3519::/48,205593,"Marek Krolikowski trading as TaKeN"
2a07:1c44:3520::/47,205593,"Marek Krolikowski trading as TaKeN"
2a07:1c44:3522::/48,205593,"Marek Krolikowski trading as TaKeN"
2a07:1c44:3524::/47,205593,"Marek Krolikowski trading as TaKeN"
2a07:1c44:3526::/48,205593,"Marek Krolikowski trading as TaKeN"
2a07:1c44:3600::/40,205479,"Luke Eiji Granger-Brown"
2a07:1c44:3900::/41,204446,"Hellomouse Ltd"
2a07:1c44:3980::/42,44901,"BelCloud Hosting Corporation"
2a07:1c44:39c0::/43,44901,"BelCloud Hosting Corporation"
2a07:1c44:39e0::/44,44901,"BelCloud Hosting Corporation"
2a07:1c44:39f0::/45,44901,"BelCloud Hosting Corporation"
2a07:1c44:39f8::/46,44901,"BelCloud Hosting Corporation"
2a07:1c44:39fc::/47,44901,"BelCloud Hosting Corporation"
2a07:1c44:39fe::/48,44901,"BelCloud Hosting Corporation"
2a07:1c44:39ff::/48,204446,"Hellomouse Ltd"
2a07:1c44:4069::/48,205408,"Crowd Control LLC"
2a07:1c44:4211::/48,205323,"Alessandro Ghedini"
2a07:1c44:4242::/48,205323,"Alessandro Ghedini"
2a07:1c44:42ac::/48,205323,"Alessandro Ghedini"
2a07:1c44:4300::/40,204585,"Sebastian Malek"
2a07:1c44:5100::/44,204980,"ANRP Consulting, LLC"
2a07:1c44:5130::/44,204980,"ANRP Consulting, LLC"
2a07:1c44:5140::/43,204980,"ANRP Consulting, LLC"
2a07:1c44:5400::/40,204443,"Patrick Schultz"
2a07:1c44:5600::/42,204982,"Daniel Mostertman"
2a07:1c44:5640::/43,204982,"Daniel Mostertman"
2a07:1c44:5660::/44,204982,"Daniel Mostertman"
2a07:1c44:5680::/43,204982,"Daniel Mostertman"
2a07:1c44:56f0::/44,204982,"Daniel Mostertman"
2a07:1c44:5700::/44,204982,"Daniel Mostertman"
2a07:1c44:5770::/44,204982,"Daniel Mostertman"
2a07:1c44:5800::/40,204867,"Lightning Wire Labs GmbH"
2a07:1c44:59f3::/48,205036,"Krzysztof Krych"
2a07:1c44:59f4::/48,205036,"Krzysztof Krych"
2a07:1c44:6106::/47,206499,"Marek Ziolkowski trading as M&M Networks"
2a07:1c44:6108::/47,206499,"Marek Ziolkowski trading as M&M Networks"
2a07:1c44:6110::/45,206499,"Marek Ziolkowski trading as M&M Networks"
2a07:1c44:6118::/47,206499,"Marek Ziolkowski trading as M&M Networks"
2a07:1c44:6120::/45,206499,"Marek Ziolkowski trading as M&M Networks"
2a07:1c44:6128::/47,206499,"Marek Ziolkowski trading as M&M Networks"
2a07:1c44:61aa::/48,204625,"Hilko Boecker trading as Boecker Elektronik"
2a07:1c44:61bb::/48,204625,"Hilko Boecker trading as Boecker Elektronik"
2a07:1c44:61cc::/48,204625,"Hilko Boecker trading as Boecker Elektronik"
2a07:1c44:61dd::/48,204625,"Hilko Boecker trading as Boecker Elektronik"
2a07:1c44:61ee::/48,204625,"Hilko Boecker trading as Boecker Elektronik"
2a07:1c44:61f1::/48,205591,"Stefan Dunkel"
2a07:1c44:61f2::/47,205591,"Stefan Dunkel"
2a07:1c44:6800::/39,23738,"Bandle City Internet"
2a07:1c44:7000::/44,20473,"Choopa, LLC"
2a07:1c44:7010::/46,137410,"Baka Network"
2a07:1c44:7014::/47,137410,"Baka Network"
2a07:1c44:7016::/48,137410,"Baka Network"
2a07:1c44:7017::/48,20473,"Choopa, LLC"
2a07:1c44:7018::/45,20473,"Choopa, LLC"
2a07:1c44:7020::/43,20473,"Choopa, LLC"
2a07:1c44:7040::/42,20473,"Choopa, LLC"
2a07:1c44:7080::/41,20473,"Choopa, LLC"
2a07:1c44:8101::/48,209650,"Wu Zhiyuan"
2a07:1c44:8181::/48,209650,"Wu Zhiyuan"
2a07:1c44:8400::/48,136985,
2a07:1c44:87fa::/48,138006,"Long Isaac Kwan"
2a07:1c44:87fd::/48,138006,"Long Isaac Kwan"
2a07:1c44:87ff::/48,138006,"Long Isaac Kwan"
2a07:1c44:8800::/48,45772,"Interactive Labs"
2a07:1c44:9600::/40,138211,"MoeQing Network Service"
2a07:1c47:c100::/47,202265,"Smart Internet Solutions UG"
2a07:1c47:c102::/48,202265,"Smart Internet Solutions UG"
2a07:1c80::/29,43065,"Interlan Networks AB"
2a07:1cc0::/29,48760,"H88 S.A."
2a07:1dc0::/29,202839,"Waclaw Piotr Labedz trading as P.H.U.CYBER GROTA"
2a07:1e80::/29,57795,"Next Gen Networks B.V."
2a07:1f00::/29,7018,"AT&T Services, Inc."
2a07:1f40::/29,28725,"Ceska Telekomunikacni Infrastruktura a.s"
2a07:2180::/32,48579,"Elastx AB"
2a07:21c0::/29,43260,"Dgn Teknoloji A.s."
2a07:2240::/29,203241,"Zbridge Limited"
2a07:2280::/29,48909,"CityLine LLC"
2a07:2300::/29,203240,"Zbridge Limited"
2a07:2340::/29,48466,"Xite Consulting AB"
2a07:23c0:1::/48,54500,EGIHosting
2a07:23c0:7::/48,54500,EGIHosting
2a07:2400::/29,48402,"Viously Sasu"
2a07:2440::/29,42695,"City Network Hosting AB"
2a07:2500::/29,48374,"MH HOLDING AF 1. JUNI 2009 ApS"
2a07:2580::/29,203223,"Unica Telecomunicazioni s.r.l."
2a07:2680::/29,43289,"I.C.S. Trabia-Network S.R.L."
2a07:2700::/29,204056,"GizmoSwift Internet LTD"
2a07:2780::/32,15490,"Shane Mc Cormack"
2a07:2781::/33,15490,"Shane Mc Cormack"
2a07:2781:8000::/35,15490,"Shane Mc Cormack"
2a07:2781:a000::/38,15490,"Shane Mc Cormack"
2a07:2781:a400::/41,15490,"Shane Mc Cormack"
2a07:2781:a480::/43,15490,"Shane Mc Cormack"
2a07:2781:a4a0::/47,15490,"Shane Mc Cormack"
2a07:2781:a4a2::/48,15490,"Shane Mc Cormack"
2a07:2781:a4a3::/48,206160,"Simon Mott"
2a07:2781:a4a4::/46,15490,"Shane Mc Cormack"
2a07:2781:a4a8::/45,15490,"Shane Mc Cormack"
2a07:2781:a4b0::/44,15490,"Shane Mc Cormack"
2a07:2781:a4c0::/42,15490,"Shane Mc Cormack"
2a07:2781:a500::/40,15490,"Shane Mc Cormack"
2a07:2781:a600::/39,15490,"Shane Mc Cormack"
2a07:2781:a800::/37,15490,"Shane Mc Cormack"
2a07:2781:b000::/36,15490,"Shane Mc Cormack"
2a07:2781:c000::/34,15490,"Shane Mc Cormack"
2a07:2782::/31,15490,"Shane Mc Cormack"
2a07:2784::/30,15490,"Shane Mc Cormack"
2a07:2800::/29,15945,"PfalzKom, Gesellschaft fuer Telekommunikation mbH"
2a07:2880::/29,43289,"I.C.S. Trabia-Network S.R.L."
2a07:2900::/32,33845,"Swiss Federation represented by FOITT"
2a07:2904::/32,15585,"Finanzdirektion des Kantons Bern"
2a07:290a::/32,559,SWITCH
2a07:2911::/32,21449,"Etat De Geneve"
2a07:291b::/32,6830,"Liberty Global B.V."
2a07:2a00::/29,203099,"LoadFront, S.L."
2a07:2b40::/29,203213,"Internet Elephants LTD"
2a07:2d40::/29,25435,"META10 AG"
2a07:2d80::/29,42929,"Artefact SARL"
2a07:2dc0::/29,57878,"Prager NCC KG"
2a07:2e80::/29,203201,"SUPERNAP Italia S.r.l."
2a07:2ec0::/32,48111,"Westnetz w.V."
2a07:2f00::/29,25058,"CMO Internet Dienstleistungen GmbH"
2a07:2f40::/29,43289,"I.C.S. Trabia-Network S.R.L."
2a07:2fc0::/29,41337,"Panserve Limited"
2a07:3080::/29,41639,"Limited Liability Company Incomsvyaz"
2a07:3100::/29,132335,"LeapSwitch Networks Pvt Ltd"
2a07:3140::/29,48408,"RootSecurity bvba"
2a07:3180::/29,203194,"Internet Elephants LTD"
2a07:3200::/29,201873,"FMO Solutions B.V."
2a07:3240::/29,203193,"Alpha Domein Development LTD"
2a07:3280::/29,203192,"Internet Elephants LTD"
2a07:32c0::/29,203191,"Internet Elephants LTD"
2a07:3340::/48,5539,"SpaceNet AG"
2a07:33c0::/29,50272,"AVUR AS"
2a07:3400::/32,62874,"Web2Objects LLC"
2a07:3402::/32,22400,"Web2Objects LLC"
2a07:3403::/32,46516,"HostRoyale LLC"
2a07:3404::/32,396931,"HostRoyale LLC"
2a07:3504:f81::/48,44953,"Eurofiber Nederland BV"
2a07:3504:1081::/48,38915,"Gemeente Heerlen"
2a07:3504:4d81::/48,38915,"Gemeente Heerlen"
2a07:3504:4e01::/48,38915,"Gemeente Heerlen"
2a07:3504:4f81::/48,38915,"Gemeente Heerlen"
2a07:3504:4fc1::/48,38915,"Gemeente Heerlen"
2a07:3504:5001::/48,38915,"Gemeente Heerlen"
2a07:3504:5041::/48,38915,"Gemeente Heerlen"
2a07:3504:5081::/48,38915,"Gemeente Heerlen"
2a07:3504:50c1::/48,38915,"Gemeente Heerlen"
2a07:3504:7301::/48,38915,"Gemeente Heerlen"
2a07:3504:7401::/48,38915,"Gemeente Heerlen"
2a07:3504:7501::/48,38915,"Gemeente Heerlen"
2a07:3505:80::/44,31477,"Duocast B.V."
2a07:3506:4c::/48,29311,"Solvinity B.V."
2a07:3506:c1::/48,9150,"ML Consultancy"
2a07:3506:101::/48,38915,"Gemeente Heerlen"
2a07:35c2::/31,197561,"Tov Host Vds"
2a07:3640::/29,203179,"Proact MCS BV"
2a07:36c0::/29,57795,"Next Gen Networks B.V."
2a07:3740::/29,1764,"Next Layer Telekommunikationsdienstleistungs- und Beratungs GmbH"
2a07:3981:1::/48,205896,"Verelox Inc."
2a07:3987::/32,205896,"Verelox Inc."
2a07:39c0::/29,60111,"ASOM-Net Forening"
2a07:3a80::/29,57468,"Aza Telecom Sarl"
2a07:3ac0::/29,58243,"TELE AG"
2a07:3b80::/48,47869,"Ellada Projects B.V. trading as Netrouting"
2a07:3b80:1::/48,47447,"23media GmbH"
2a07:3b80:2::/48,62240,"Clouvider Limited"
2a07:3b80:3::/48,60781,"LeaseWeb Netherlands B.V."
2a07:3b80:4::/46,47869,"Ellada Projects B.V. trading as Netrouting"
2a07:3b80:8::/45,47869,"Ellada Projects B.V. trading as Netrouting"
2a07:3b80:10::/44,47869,"Ellada Projects B.V. trading as Netrouting"
2a07:3b80:20::/43,47869,"Ellada Projects B.V. trading as Netrouting"
2a07:3b80:40::/42,47869,"Ellada Projects B.V. trading as Netrouting"
2a07:3b80:80::/41,47869,"Ellada Projects B.V. trading as Netrouting"
2a07:3b80:100::/40,47869,"Ellada Projects B.V. trading as Netrouting"
2a07:3b80:200::/39,47869,"Ellada Projects B.V. trading as Netrouting"
2a07:3b80:400::/38,47869,"Ellada Projects B.V. trading as Netrouting"
